,Price,Close,High,Low,Open,Volume,SMA_20,EMA_50,Daily_Return,Lag_1
0,Ticker,,,,,,,,,
1,Date,,,,,,,,,
2,2015-01-02,24.261045455932617,24.729268449277928,23.821669706907244,24.71817244368647,212818400.0,,24.261045455932617,,
3,2015-01-05,23.57757377624512,24.11014989896993,23.391173064448488,24.030263395910563,257142000.0,,24.234242644964482,-0.028171567500211103,24.261045455932617
4,2015-01-06,23.57979965209961,23.83943001030047,23.21809075132821,23.64193323939418,263188400.0,,24.20857821387174,9.440648455227851e-05,23.57757377624512
5,2015-01-07,23.91043281555176,24.01029009442088,23.67743024084012,23.78838352536704,160423600.0,,24.196886237467034,0.014021881794178404,23.57979965209961
6,2015-01-08,24.829126358032227,24.886822541149925,24.121243847243377,24.238855753255983,237458000.0,,24.221679967685276,0.03842228827756444,23.91043281555176
7,2015-01-09,24.855751037597656,25.13091466228469,24.45631860417092,25.002208467845808,214798000.0,,24.246545499838703,0.0010723164070094438,24.829126358032227
8,2015-01-12,24.24329376220703,24.99333738994218,24.14343647883557,24.98668046345246,198603200.0,,24.246417980715893,-0.024640465478761864,24.855751037597656
9,2015-01-13,24.458545684814453,25.03106511824649,24.16784858103106,24.727052467234984,268367600.0,,24.254736714209955,0.008878823344663722,24.24329376220703
10,2015-01-14,24.365345001220703,24.51845940173482,24.076865748230265,24.19669551364108,195826400.0,,24.259074294092727,-0.0038105570459823213,24.458545684814453
11,2015-01-15,23.704057693481445,24.42303444417386,23.668553525712905,24.40972059288724,240056000.0,,24.237308937206013,-0.027140486116906115,24.365345001220703
12,2015-01-16,23.519872665405277,23.87270492884302,23.34456630335931,23.75065566000961,314053200.0,,24.20917418144912,-0.007770189832385532,23.704057693481445
13,2015-01-20,24.125682830810547,24.181159473930325,23.633049969024885,23.930403963500748,199599600.0,,24.205900010835844,0.025757374371177644,23.519872665405277
14,2015-01-21,24.30986595153809,24.644943660585685,24.025824113604987,24.17672065222049,194303600.0,,24.20997710654966,0.007634317420948777,24.125682830810547
15,2015-01-22,24.94230079650879,24.95783418992754,24.34759107374211,24.467420834263702,215185600.0,,24.23869568262649,0.02601556282669204,24.30986595153809
16,2015-01-23,25.071008682250977,25.2418760211608,24.74924309298661,24.92011212490945,185859200.0,,24.27133540810196,0.0051602250647302395,24.94230079650879
17,2015-01-26,25.097637176513672,25.37723997831194,25.0310662095228,25.23965727104322,222460000.0,,24.303739399020067,0.0010621229724014913,25.071008682250977
18,2015-01-27,24.2188777923584,24.960046459776805,24.194467939379766,24.9467309171442,382274800.0,,24.30041149287647,-0.035013630086963565,25.097637176513672
19,2015-01-28,25.588043212890625,26.21160175682481,25.588043212890625,26.102866330590285,585908400.0,,24.350906854445654,0.05653298357879444,24.2188777923584
20,2015-01-29,26.38469123840332,26.449044346198512,25.643522421911083,25.812171887408383,337745600.0,,24.430663104796935,0.03113360482021399,25.588043212890625
21,2015-01-30,25.998571395874023,26.62878516547763,25.92977921628133,26.273735035207107,334982000.0,24.552076148986817,24.492149704447016,-0.014634237673674,26.38469123840332
22,2015-02-02,26.324779510498047,26.44460927839695,25.75891869282397,26.19607496839598,250956400.0,24.655262851715086,24.56401753997843,0.01254715536699802,25.998571395874023
23,2015-02-03,26.3292179107666,26.42685566159745,26.098434848144024,26.295931582818667,207662800.0,24.792845058441163,24.633241083930905,0.0001686016122863787,26.324779510498047
24,2015-02-04,26.53114891052246,26.741961167377895,26.25376569861749,26.295928488591134,280598800.0,24.940412521362305,24.70766884183646,0.007669464411750981,26.3292179107666
25,2015-02-05,26.72051429748535,26.785121379792336,26.566793939593055,26.738335592846923,168984800.0,25.080916595458984,24.78660395774426,0.007137474053669379,26.53114891052246
26,2015-02-06,26.49550437927246,26.78957700691149,26.38856810572445,26.73833631965643,174826400.0,25.164235496520995,24.853619660549285,-0.008420867791233522,26.72051429748535
27,2015-02-09,26.6715030670166,26.698235861064884,26.384113633136508,26.410848126879227,155559200.0,25.255023097991945,24.924909205900946,0.006642586803587092,26.49550437927246
28,2015-02-10,27.18390274047852,27.212865534998997,26.7695291157995,26.77175571561299,248034000.0,25.402053546905517,25.013497187649087,0.019211503460244694,26.6715030670166
29,2015-02-11,27.821060180664062,27.829971678923545,27.29083878193365,27.350989270567037,294247200.0,25.570179271698,25.123597697179086,0.023438777215634143,27.18390274047852
30,2015-02-12,28.173051834106445,28.400290751132346,27.97477570633153,28.08393856663931,297898000.0,25.760564613342286,25.243184133921336,0.012651985623719053,27.821060180664062
31,2015-02-13,28.311187744140625,28.3557435441749,27.99260884478058,28.3557435441749,217088800.0,25.990921115875246,25.36349800098876,0.004903121992163806,28.173051834106445
32,2015-02-17,28.478269577026367,28.712191735645906,28.275536812930167,28.40252269054504,252609600.0,26.238840961456297,25.48564590593141,0.00590161862496652,28.311187744140625
33,2015-02-18,28.67654800415039,28.6899144029449,28.39361343190581,28.43371432798399,179566800.0,26.46638422012329,25.610779321547838,0.006962446457209559,28.478269577026367
34,2015-02-19,28.616395950317383,28.74561013827924,28.58966315259746,28.623079149747365,149449600.0,26.681710720062256,25.728646640323113,-0.0020976044196220345,28.67654800415039
35,2015-02-20,28.85030937194824,28.85030937194824,28.527275699784784,28.65425984980179,195793600.0,26.877111148834228,25.851064786661354,0.0081741048745958,28.616395950317383
36,2015-02-23,29.630062103271484,29.630062103271484,28.88596963021585,28.966171438049933,283896400.0,27.105063819885252,25.999260759861752,0.027027534480493776,28.85030937194824
37,2015-02-24,29.44515037536621,29.76373098560097,29.22236796798713,29.616693780877235,276912400.0,27.32243947982788,26.134393685959967,-0.006240679727932741,29.630062103271484
38,2015-02-25,28.692136764526367,29.318158010503875,28.549556199464845,29.30924481303132,298846800.0,27.546102428436278,26.234697336099828,-0.02557343403719936,29.44515037536621
39,2015-02-26,29.05528450012207,29.15553591508089,28.206483974405828,28.69214804657485,365150000.0,27.71946449279785,26.345308597434034,0.012656698891965412,28.692136764526367
40,2015-02-27,28.618623733520508,29.08869465356688,28.569611341903236,28.96170707545237,248059200.0,27.831161117553712,26.434458210613897,-0.015028617826809754,29.05528450012207
41,2015-03-02,28.75897216796875,29.024083703045708,28.58297561073508,28.794618159106065,192386800.0,27.96918115615845,26.525615620706247,0.004904094472015341,28.618623733520508
42,2015-03-03,28.819122314453125,28.85476830306888,28.536187803822017,28.73001074230232,151265200.0,28.0938982963562,26.615557059676714,0.0020915262942313717,28.75897216796875
43,2015-03-04,28.63644218444824,28.863681136539967,28.58743319418232,28.7612031577263,126665200.0,28.209259510040283,26.69480745672658,-0.006338851267280621,28.819122314453125
